company_name,industry,sector,year_founded,ownership,headquarters_city,headquarters_country,headquarters_full_address,company_website,total_revenue_usd,net_profit_usd,total_assets_usd,employee_count,market_cap_usd,social_media_links,total_raised,company_type,ceo_name,representative_name,_source_table
CLAIR GROUP,Aerospace & Defence,,2004,,[],['France'],,,"38,960,985",,,121,,,,,,,ft-com
Pharmacy2U,Health,,1999,,[],['UK'],,,"89,499,878",,,348,,,,,,,ft-com
Gandolfi International Trading,Food & Beverage,,2004,,[],['Italy'],,,39.8,,,1,,,,,,,ft-com
HEXAWIN,Technology,,2013,,[],['France'],,,1.75,,,24,,,,,,,ft-com
Cuinatur Activa,Restaurants,,2003,,[],['Spain'],,,3.09,,,136,,,,,,,ft-com
Appsfactory,Technology,,2009,,[],['Germany'],,,"18,044,631",,,221,,,,,,,ft-com
Impre.Do,Construction,,2014,,[],['Italy'],,,"25,201,997",,,55,,,,,,,ft-com
C & J Direct,Retail,,2005,,[],['Germany'],,,21.3,,,54,,,,,,,ft-com
Young Digitals,Advertising,,2010,,[],['Italy'],,,2.8,,,43,,,,,,,ft-com
Alpitronic,Industrial Goods,,2009,,[],['Italy'],,,8.07,,,46,,,,,,,ft-com
Hartford Care Group,Health,,2014,,[],['United Kingdom'],,,23.95,,,616,,,,,,,ft-com
Stiltz Homelifts,Interiors,,2010,,[],['UK'],,,"36,960,953",,,250,,,,,,,ft-com
A.U.E. Genc,Retail,,2009,,[],['Germany'],,,"10,980,000",,,9,,,,,,,ft-com
Instantor,Fintech,,2010,,[],['Sweden'],,,2.8,,,50,,,,,,,ft-com
CD Elektromontagen,Construction,,2006,,[],['Germany'],,,4.58,,,60,,,,,,,ft-com
Star Stone,Construction,,2012,,[],['Romania'],,,"4,409,476",,,105,,,,,,,ft-com
Coptrz,Aerospace & Defence,,2016,,[],['UK'],,,"6,297,471",,,22,,,,,,,ft-com
Advance Capital,Management Consulting,,2007,,[],['France'],,,"7,467,059",,,39,,,,,,,ft-com
Duetti Packaging,Industrial Goods,,2008,,[],['Italy'],,,13.6,,,59,,,,,,,ft-com
Pitchup.com,Travel & Leisure,,2008,,[],['United Kingdom'],,,3.79,,,10,,,,,,,ft-com
Nurole,Technology,,2014,,[],['UK'],,,"3,249,493",,,35,,,,,,,ft-com
Heissen Becker & Friends,Support Services,,2014,,[],['Germany'],,,"2,668,000",,,22,,,,,,,ft-com
Sellsy,Technology,,2009,,[],['France'],,,3.5,,,47,,,,,,,ft-com
Multimoto Motor Portugal,Automobiles,,1990,,[],['Portugal'],,,2.62,,,61,,,,,,,ft-com
ABAO Energy,Construction,,2016,,[],['Germany'],,,"2,406,917",,,15,,,,,,,ft-com
Vertia,Construction,,2011,,[],['Finland'],,,"2,147,012",,,22,,,,,,,ft-com
Paseo Marketing,Advertising,,2005,,[],['Germany'],,,7.2,,,15,,,,,,,ft-com
Rak & Spa Services,Agricultural Commodities,,2008,,[],['France'],,,5.33,,,1,,,,,,,ft-com
Welol Next,Technology,,2011,,[],['Italy'],,,"2,685,440",,,32,,,,,,,ft-com
Anthesis Consulting Group,Management Consulting,,2013,,[],['UK'],,,"31,515,008",,,454,,,,,,,ft-com
Learning Technologies Group,Technology,,2013,,[],['United Kingdom'],,,61.1,,,411,,,,,,,ft-com
Mind7 Consulting,Management Consulting,,2011,,[],['France'],,,4.21,,,45,,,,,,,ft-com
Intent HQ,Technology,,2010,,[],['UK'],,,"5,762,891",,,75,,,,,,,ft-com
Naïo Technologies,Agricultural Commodities,,2011,,[],['France'],,,"1,758,000",,,57,,,,,,,ft-com
ECO BAT,Construction,,2009,,[],['France'],,,4.5,,,38,,,,,,,ft-com
Dgs,Industrial Goods,,2014,,[],['Italy'],,,2.37,,,16,,,,,,,ft-com
Café du Cycliste,Ecommerce,,2009,,[],['France'],,,"7,445,865",,,20,,,,,,,ft-com
Intech Microwaves,Telecoms,,2014,,[],['Italy'],,,"2,636,600",,,12,,,,,,,ft-com
Takiston,Fashion,,1997,,[],['Italy'],,,3.0,,,6,,,,,,,ft-com
Progetto,Interiors,,2012,,[],['Italy'],,,5.29,,,16,,,,,,,ft-com
LANGER Lüftungs- und Klimaanlagen,Construction,,2016,,[],['Germany'],,,"4,609,256",,,8,,,,,,,ft-com
Formind,Cyber Security,,2010,,[],['France'],,,"16,845,354",,,130,,,,,,,ft-com
KBS Group,Support Services,,2011,,[],['Germany'],,,"34,600,000",,,1400,,,,,,,ft-com
S4M,Technology,,2011,,[],['France'],,,23.3,,,142,,,,,,,ft-com
We Tech,Technology,,2014,,[],['Italy'],,,3.33,,,20,,,,,,,ft-com
Continental Wood ,Industrial Goods,,1996,,[],['Hungary'],,,2.06,,,8,,,,,,,ft-com
Oasis Smart SIM Europe**,Telecoms,,2010,,[],['France'],,,"3,065,165",,,20,,,,,,,ft-com
E-Stock,Beauty,,2013,,[],['Italy'],,,"20,500,000",,,2,,,,,,,ft-com
Bodeboca,Ecommerce,,2010,,[],['Spain'],,,7.9,,,25,,,,,,,ft-com
TREMAK,Industrial Goods,,2012,,[],['Croatia'],,,11.59,,,69,,,,,,,ft-com
Aferetica,Health,,2013,,[],['Italy'],,,"6,376,910",,,13,,,,,,,ft-com
Bentley Innomed,Health,,2009,,[],['Germany'],,,"38,984,070",,,165,,,,,,,ft-com
equal personal ,Support Services,,2013,,[],['Germany'],,,19.1,,,550,,,,,,,ft-com
HUNDT CONSULT,Property,,2003,,[],['Germany'],,,5.90,,,72,,,,,,,ft-com
Zero,Energy,,2014,,[],['Italy'],,,"42,000,000",,,37,,,,,,,ft-com
SKILLS,Support Services,,2011,,[],['France'],,,"11,650,138",,,70,,,,,,,ft-com
C.M.B. Montaggi,Industrial Goods,,2015,,[],['Italy'],,,"7,981,047",,,35,,,,,,,ft-com
Filippo Uecher,Interiors,,2015,,[],['Italy'],,,"3,440,419",,,14,,,,,,,ft-com
Nettbureau,Ecommerce,,2011,,[],['Norway'],,,4.7,,,12,,,,,,,ft-com
iad,Property,,2008,,[],['France'],,,224.93,,,228,,,,,,,ft-com
GEOSAT,Support Services,,2000,,[],['France'],,,13.38,,,212,,,,,,,ft-com
3E Studio,Support Services,,2015,,[],['Italy'],,,"2,804,580",,,22,,,,,,,ft-com
Pannonia Steel,Construction,,2013,,[],['Slovakia'],,,"1,768,886",,,5,,,,,,,ft-com
lengoo,Support Services,,2014,,[],['Germany'],,,"2,562,510",,,37,,,,,,,ft-com
Clabrun,Retail,,2000,,[],['Italy'],,,5.0,,,38,,,,,,,ft-com
Redshift Consulting,Cyber Security,,2010,,[],['Portugal'],,,1.69,,,14,,,,,,,ft-com
Kronos,Fashion,,2009,,[],['Italy'],,,"23,579,000",,,21,,,,,,,ft-com
LaSaponaria,Beauty,,2007,,[],['Italy'],,,"6,304,690",,,22,,,,,,,ft-com
Xceptor,Fintech,,2003,,[],['UK'],,,"22,767,817",,,108,,,,,,,ft-com
AMMO by Mig Jimenez,Games industry,,2013,,[],['Spain'],,,2.7,,,26,,,,,,,ft-com
Communicate Technology,Technology,,2011,,[],['United Kingdom'],,,3.91,,,29,,,,,,,ft-com
3CS Corporate Solicitors,Law,,2012,,[],['United Kingdom'],,,2.83,,,28,,,,,,,ft-com
Die Wuhlewanderer,Health,,2013,,[],['Germany'],,,"4,970,000",,,95,,,,,,,ft-com
IMINT Vidhance,Technology,,2007,,[],['Sweden'],,,"4,851,538",,,27,,,,,,,ft-com
Globalis Viagens,Travel & Leisure,,2015,,[],['Portugal'],,,"9,787,167",,,18,,,,,,,ft-com
Rcube,Construction,,2008,,[],['France'],,,1.9,,,5,,,,,,,ft-com
Hensing,Industrial Goods,,2014,,[],['Germany'],,,6.02,,,23,,,,,,,ft-com
Explicatis,Technology,,1999,,[],['Germany'],,,3.91,,,58,,,,,,,ft-com
Arte e Passione,Restaurants,,2016,,[],['Italy'],,,"1,671,730",,,47,,,,,,,ft-com
PAUL MARIUS,Retail,,2011,,[],['France'],,,"24,869,602",,,87,,,,,,,ft-com
Giopato & Coombes,Interiors,,2010,,[],['Italy'],,,"3,914,295",,,12,,,,,,,ft-com
Green Energy Options,Technology,,2006,,[],['United Kingdom'],,,34.5,,,65,,,,,,,ft-com
Soluzioni Prodotti Sistemi,Technology,,2009,,[],['Italy'],,,6.42,,,90,,,,,,,ft-com
Scalefocus,Technology,,2012,,[],['Bulgaria'],,,"33,137,857",,,730,,,,,,,ft-com
Antichi Sapori Dell'Etna,Food & Beverage,,2000,,[],['Italy'],,,"44,526,560",,,119,,,,,,,ft-com
Nordfit Sporternährung,Health,,2006,,[],['Germany'],,,2.7,,,3,,,,,,,ft-com
Mogo Finance,Financial Services,,2012,,[],['Latvia'],,,54.00,,,650,,,,,,,ft-com
PRODITHERM,Construction,,1998,,[],['France'],,,10.70,,,45,,,,,,,ft-com
Whiskyzone,Retail,,2014,,[],['Germany'],,,"10,750,866",,,16,,,,,,,ft-com
ACC Aviation,Aerospace & Defence,,2002,,[],['UK'],,,"194,059,817",,,65,,,,,,,ft-com
Klass Wagen,Travel & Leisure,,2005,,[],['Romania'],,,"15,101,937",,,184,,,,,,,ft-com
EPI Group,Support Services,,2002,,[],['France'],,,10.0,,,15,,,,,,,ft-com
Nau Securities,Financial Services,,2011,,[],['United Kingdom'],,,2.37,,,10,,,,,,,ft-com
Tiama,Agricultural Commodities,,2013,,[],['Slovenia'],,,2.63,,,4,,,,,,,ft-com
Targa Telematics,Technology,,2002,,[],['Italy'],,,"37,386,150",,,113,,,,,,,ft-com
We Exhibit,Travel & Leisure,,2015,,[],['Italy'],,,"2,825,866",,,16,,,,,,,ft-com
Make Marketing y Comunicación,Advertising,,2000,,[],['Spain'],,,3.3,,,56,,,,,,,ft-com
meta4log,Transport,,2014,,[],['Germany'],,,24.53,,,35,,,,,,,ft-com
Atheneum Partners,Support Services,,2010,,[],['Germany'],,,16.06,,,180,,,,,,,ft-com
SIAN Wholesale Ltd,Transport,,2003,,[],['UK'],,,"74,719,260",,,50,,,,,,,ft-com
Humanas Pflege,Health,,2006,,[],['Germany'],,,"23,831,150",,,306,,,,,,,ft-com
Doveconviene,Advertising,,2011,,[],['Italy'],,,14.5,,,154,,,,,,,ft-com
ANT Personalservice,Support Services,,2011,,[],['Germany'],,,6.00,,,118,,,,,,,ft-com
Visage Technologies,Technology,,2002,,[],['Sweden'],,,"5,677,639",,,104,,,,,,,ft-com
Mind7 Consulting,Technology,,2011,,[],['France'],,,"5,607,249",,,46,,,,,,,ft-com
DMS Technologie,Industrial Goods,,2010,,[],['Germany'],,,6.7,,,25,,,,,,,ft-com
Grind,Restaurants,,2011,,[],['United Kingdom'],,,12.12,,,196,,,,,,,ft-com
Riotloc,Games industry,,2016,,[],['Lithuania'],,,"1,551,468",,,1,,,,,,,ft-com
Adameo PM,Management Consulting,,2011,,[],['France'],,,"3,980,000",,,42,,,,,,,ft-com
Tresmes Eco Activa,Restaurants,,2010,,[],['Spain'],,,3.4,,,285,,,,,,,ft-com
Delta Capita,Financial Services,,2014,,[],['United Kingdom'],,,16.04,,,170,,,,,,,ft-com
BullionVault,Precious metals,,2003,,[],['UK'],,,"16,196,046",,,34,,,,,,,ft-com
7Layers,Cyber Security,,2012,,[],['Italy'],,,"7,800,356",,,30,,,,,,,ft-com
Eurotone,Ecommerce,,2005,,[],['Germany'],,,3.3,,,21,,,,,,,ft-com
Marlin Green,Support Services,,2010,,[],['United Kingdom'],,,30.32,,,39,,,,,,,ft-com
3A Antioxidants,Chemicals & Pharmaceuticals,,2000,,[],['Spain'],,,"7,704,000",,,23,,,,,,,ft-com
Ergos Technology,Industrial Goods,,2011,,[],['Spain'],,,"4,316,000",,,45,,,,,,,ft-com
Laboratorio La Vallonea,Health,,2009,,[],['Italy'],,,3.0,,,13,,,,,,,ft-com
Urban TP,Construction,,2014,,[],['France'],,,3.52,,,18,,,,,,,ft-com
PROPULSE IT,Support Services,,2014,,[],['France'],,,3.40,,,Not found,,,,,,,ft-com
on Metall,Industrial Goods,,2016,,[],['Germany'],,,"2,587,718",,,6,,,,,,,ft-com
Die Wuhlewanderer,Education,,2013,,[],['Germany'],,,"4,315,510",,,78,,,,,,,ft-com
Bluespoon,Ecommerce,,2011,,[],['Germany'],,,5.6,,,17,,,,,,,ft-com
GAC TECHNOLOGY,Technology,,2007,,[],['France'],,,4.05,,,Not found,,,,,,,ft-com
Sellsy,Technology,,2009,,[],['France'],,,4.59,,,69,,,,,,,ft-com
Scribbr,Education,,2012,,[],['The Netherlands'],,,"8,862,818",,,39,,,,,,,ft-com
Lightfoot Innovations,Technology,,2013,,[],['UK'],,,"5,076,510",,,56,,,,,,,ft-com
Acanthe Conseil,Support Services,,2013,,[],['France'],,,3.4,,,31,,,,,,,ft-com
Sacee,Support Services,,2011,,[],['Italy'],,,1.99,,,6,,,,,,,ft-com
iCom,Telecoms,,2011,,[],['Italy'],,,3.00,,,32,,,,,,,ft-com
Selectra,Energy,,2007,,[],['France'],,,"62,951,353",,,1000,,,,,,,ft-com
Energetic,Energy,,2010,,[],['Italy'],,,"1,711,470",,,13,,,,,,,ft-com
Vindex,Support Services,,2006,,[],['Sweden'],,,"13,534,225",,,111,,,,,,,ft-com
Green Park Interim & Executive,Support Services,,2006,,[],['United Kingdom'],,,74.3,,,45,,,,,,,ft-com
City Motors,Automobiles,,1998,,[],['Italy'],,,30.68,,,27,,,,,,,ft-com
ALLESklarDRUCK,Industrial Goods,,2012,,[],['Germany'],,,3.18,,,40,,,,,,,ft-com
Faveod,Support Services,,2007,,[],['France'],,,"2,598,585",,,9,,,,,,,ft-com
CYE Energia,Energy,,2013,,[],['Spain'],,,"23,673,728",,,15,,,,,,,ft-com
Phenofarm,Chemicals,,2009,,[],['Italy'],,,"2,386,675",,,15,,,,,,,ft-com
Effegi Service Group*,Support Services,,2014,,[],['Italy'],,,2.4,,,22,,,,,,,ft-com
gevekom,Support Services,,2006,,[],['Germany'],,,21.62,,,782,,,,,,,ft-com
ZEBRA SYSTEMS,Cyber Security,,1993,,[],['Czech Republic'],,,4.63,,,15,,,,,,,ft-com
Integrata Oy,Financial Services,,2008,,[],['Finland'],,,"9,409,000",,,105,,,,,,,ft-com
Regular Trade,Retail,,2010,,[],['Germany'],,,"11,671,000",,,25,,,,,,,ft-com
AFFA.COM,Telecoms,,2009,,[],['France'],,,"5,258,239",,,40,,,,,,,ft-com
Galenicum Special Ingredients,Pharmaceuticals,,2010,,[],['Spain'],,,11.4,,,12,,,,,,,ft-com
GS Star,Travel & Leisure,,2012,,[],['Germany'],,,27.45,,,114,,,,,,,ft-com
Expleo,Energy,,2011,,[],['Hungary'],,,"2,696,785",,,15,,,,,,,ft-com
Soft & Cloud,Technology,,2014,,[],['Germany'],,,"23,454,000",,,22,,,,,,,ft-com
Clair Group,Aerospace & Defence,,2004,,[],['France'],,,"27,911,314",,,119,,,,,,,ft-com
Mawsonia,Media,,2010,,[],['United Kingdom'],,,2.4,,,10,,,,,,,ft-com
Società E Salute,Health,,2009,,[],['Italy'],,,30.74,,,188,,,,,,,ft-com
Technoworld,Technology,,1995,,[],['United Kingdom'],,,36.84,,,13,,,,,,,ft-com
Confezioni Velvet,Fashion,,2015,,[],['Italy'],,,"3,355,870",,,21,,,,,,,ft-com
Activ Bilanz,Property,,1998,,[],['Germany'],,,"17,286,985",,,10,,,,,,,ft-com
Once Upon A Time Global,Advertising,,2013,,[],['UK'],,,"44,465,404",,,123,,,,,,,ft-com
Laca Trade,Personal & Household Goods,,2013,,[],['Italy'],,,"18,557,277",,,6,,,,,,,ft-com
CB Energie,Energy,,2011,,[],['Germany'],,,4.9,,,4,,,,,,,ft-com
Clôture ARES,Retail,,2011,,[],['France'],,,2.50,,,6,,,,,,,ft-com
Family Nation,Ecommerce,,2011,,[],['Italy'],,,"5,300,370",,,12,,,,,,,ft-com
Majar – Matzaridis Bros,Technology,,1994,,[],['Greece'],,,"13,224,865",,,19,,,,,,,ft-com
FSP,Agricultural Commodities,,2012,,[],['France'],,,"12,494,059",,,Not found,,,,,,,ft-com
Adtraction Marketing,Advertising,,2007,,[],['Sweden'],,,29.0,,,40,,,,,,,ft-com
Sticker Transporte,Transport,,2012,,[],['Germany'],,,3.82,,,94,,,,,,,ft-com
Izertis,Technology,,1996,,[],['Spain'],,,"50,740,841",,,791,,,,,,,ft-com
Fashion Commerce,Ecommerce,,2016,,[],['Italy'],,,"2,349,000",,,5,,,,,,,ft-com
Phobos,Automobiles,,1992,,[],['Slovakia'],,,"2,955,450",,,10,,,,,,,ft-com
The Media Image,Advertising,,2009,,[],['United Kingdom'],,,32.3,,,36,,,,,,,ft-com
Next Consult,Management Consulting,,2010,,[],['Bulgaria'],,,2.17,,,36,,,,,,,ft-com
Bulk Tainer Logistics Limited,Transport,,2009,,[],['UK'],,,"56,054,130",,,105,,,,,,,ft-com
Humanus Personalservice,Support Services,,2013,,[],['Germany'],,,"14,862,980",,,474,,,,,,,ft-com
PumpUp,Media,,2010,,[],['France'],,,2.1,,,23,,,,,,,ft-com
Regulatory Finance Solutions,Financial Services,,2005,,[],['United Kingdom'],,,60.5,,,74,,,,,,,ft-com
Industrieleasing Deutschland,Financial Services,,2014,,[],['Germany'],,,9.01,,,3,,,,,,,ft-com
Wingeco,Industrial Goods,,2016,,[],['Italy'],,,"3,407,310",,,22,,,,,,,ft-com
Meblobranie.pl,Ecommerce,,2021,,[],['Poland'],,,"19,295,429",,,25,,,,,,,ft-com
Carreau Concept,Construction,,2011,,[],['France'],,,"5,053,947",,,13,,,,,,,ft-com
Lex Persona,Technology,,2005,,[],['France'],,,"2,948,700",,,22,,,,,,,ft-com
Osmii,Support Services,,2011,,[],['United Kingdom'],,,4.1,,,18,,,,,,,ft-com
Rhein Main Rohstoffe,Waste management & recycling,,2015,,[],['Germany'],,,130.06,,,54,,,,,,,ft-com
Warner Land Surveys,Construction,,1994,,[],['United Kingdom'],,,11.04,,,51,,,,,,,ft-com
Queraltó,Ecommerce,,1898,,[],['Spain'],,,"21,900,903",,,67,,,,,,,ft-com
Liquisign OHG,Advertising,,2000,,[],['Germany'],,,"2,323,240",,,42,,,,,,,ft-com
B&T Transporte,Transport,,2012,,[],['Germany'],,,2.0,,,16,,,,,,,ft-com
The Orange Square Company,Retail,,1991,,[],['United Kingdom'],,,31.22,,,182,,,,,,,ft-com
Phobos,Automobiles,,1993,,[],['Slovakia'],,,"3,529,454",,,12,,,,,,,ft-com
NIC Services Group,Support Services,,6386,,[],['UK'],,,"113,997,834",,,8389,,,,,,,ft-com
Viver Distribuzione,Food & Beverage,,2006,,[],['Italy'],,,2.1,,,4,,,,,,,ft-com
Be-Cloud,Support Services,,2012,,[],['France'],,,5.55,,,Not found,,,,,,,ft-com
Archita Engineering,Support Services,,2013,,[],['Italy'],,,"2,739,230",,,5,,,,,,,ft-com
MaGarantie5ans,Ecommerce,,2011,,[],['France'],,,"7,600,000",,,12,,,,,,,ft-com
James and James Fulfilment,Ecommerce,,2010,,[],['United Kingdom'],,,10.5,,,100,,,,,,,ft-com
Utelize Communications,Telecoms,,2010,,[],['United Kingdom'],,,2.79,,,16,,,,,,,ft-com
Celeritas,Transport,,2006,,[],['Spain'],,,"58,139,933",,,27,,,,,,,ft-com
Antherica,Technology,,2003,,[],['Italy'],,,"1,626,200",,,3,,,,,,,ft-com
Panenka,Media,,2012,,[],['France'],,,1.8,,,2,,,,,,,ft-com
ZAC Personalservice,Support Services,,2013,,[],['Germany'],,,5.35,,,221,,,,,,,ft-com
peopleForecast,Technology,,2014,,[],['Germany'],,,"2,086,411",,,45,,,,,,,ft-com
Plug In Digital,Travel & Leisure,,2012,,[],['France'],,,"9,270,859",,,23,,,,,,,ft-com
Consorzio delle Tecnologie,Technology,,2006,,[],['Italy'],,,3.9,,,1,,,,,,,ft-com
PortSwigger,Cyber Security,,2008,,[],['United Kingdom'],,,11.16,,,29,,,,,,,ft-com
Digitalpa,Management Consulting,,2014,,[],['Italy'],,,"1,731,340",,,12,,,,,,,ft-com
Warner Land Surveys,Construction,,1994,,[],['UK'],,,"18,531,369",,,59,,,,,,,ft-com
Lumenet,Ecommerce,,2011,,[],['Hungary'],,,1.8,,,16,,,,,,,ft-com
PhinC Development,Pharmaceuticals,,2008,,[],['France'],,,2.74,,,8,,,,,,,ft-com
Faktenkontor,Advertising,,2003,,[],['Germany'],,,"30,967,000",,,150,,,,,,,ft-com
Motor Flash Iberica de Negocios,Sales & Marketing,,2007,,[],['Spain'],,,"3,997,455",,,100,,,,,,,ft-com
GermanPersonnel E-Search,Support Services,,2002,,[],['Germany'],,,9.7,,,58,,,,,,,ft-com
Luxon,Technology,,2008,,[],['Poland'],,,6.79,,,60,,,,,,,ft-com
CLAREO,Retail,,2012,,[],['France'],,,"18,854,708",,,53,,,,,,,ft-com
Laca Trade,Property,,2013,,[],['Italy'],,,"24,741,510",,,5,,,,,,,ft-com
Ames Centro Polidiagnostico Strumentale,Health,,1979,,[],['Italy'],,,"18,637,957",,,70,,,,,,,ft-com
PicturePeople,Travel & Leisure,,2010,,[],['Germany'],,,14.4,,,400,,,,,,,ft-com
Musterknaben,Support Services,,2012,,[],['Germany'],,,7.62,,,199,,,,,,,ft-com
Bambino Mio,Retail,,1997,,[],['United Kingdom'],,,6.02,,,47,,,,,,,ft-com
Innocv Solutions,Technology,,2009,,[],['Spain'],,,"5,366,768",,,85,,,,,,,ft-com
EPJ,Construction,,2010,,[],['France'],,,2.1,,,18,,,,,,,ft-com
MailUp,Technology,,2002,,[],['Italy'],,,27.3,,,130,,,,,,,ft-com
RiePharm,Chemicals,,2012,,[],['Germany'],,,33.24,,,24,,,,,,,ft-com
Longchamp Asset Management,Management Consulting,,2012,,[],['France'],,,"4,912,621",,,15,,,,,,,ft-com
AMAGNO,Technology,,2010,,[],['Germany'],,,"2,271,260",,,24,,,,,,,ft-com
Canbolat,Retail,,2009,,[],['Germany'],,,11.0,,,24,,,,,,,ft-com
Takiston,Fashion,,1997,,[],['Italy'],,,3.38,,,6,,,,,,,ft-com
Reddico,Sales & Marketing,,2012,,[],['United Kingdom'],,,2.04,,,19,,,,,,,ft-com
Route 101 (formerly Unify),Telecoms,,2012,,[],['UK'],,,"9,838,906",,,27,,,,,,,ft-com
Croud Inc,Sales & Marketing,,2011,,[],['United Kingdom'],,,12.8,,,121,,,,,,,ft-com
Kendal Nutricare,Food & Beverage,,2015,,[],['United Kingdom'],,,23.64,,,135,,,,,,,ft-com
Smart Beauty Conzept,Advertising,,2012,,[],['Germany'],,,"1,724,144",,,3,,,,,,,ft-com
P.Parma,Industrial Goods,,2012,,[],['Italy'],,,3.3,,,13,,,,,,,ft-com
GROUPE SGP,Support Services,,2005,,[],['France'],,,19.38,,,559,,,,,,,ft-com
Subansamble Auto,Automobiles,,1991,,[],['Romania'],,,39.85,,,478,,,,,,,ft-com
Ares,Interiors,,2013,,[],['Germany'],,,"7,002,530",,,61,,,,,,,ft-com
Tooltester,Sales & Marketing,,2014,,[],['Spain'],,,"1,848,127",,,5,,,,,,,ft-com
Enra Group,Financial Services,,2002,,[],['United Kingdom'],,,55.1,,,96,,,,,,,ft-com
Riccardo Retail,Retail,,2011,,[],['Germany'],,,16.0,,,80,,,,,,,ft-com
Materia Prima,Support Services,,2012,,[],['Italy'],,,3.35,,,6,,,,,,,ft-com
Viabill,Fintech,,2010,,[],['Denmark'],,,"10,867,776",,,65,,,,,,,ft-com
Getconnected,Technology,,2008,,[],['Italy'],,,3.8,,,45,,,,,,,ft-com
KS Bauchemie,Chemicals,,2007,,[],['Germany'],,,1.74,,,4,,,,,,,ft-com
Webranking,Advertising,,1998,,[],['Italy'],,,18.38,,,85,,,,,,,ft-com
Reparo,Food & Beverage,,1999,,[],['Italy'],,,"10,921,686",,,3,,,,,,,ft-com
Trime,Industrial Goods,,1978,,[],['Italy'],,,"54,683,545",,,118,,,,,,,ft-com
Eastborder Promotion,Support Services,,2003,,[],['Finland'],,,2.3,,,3,,,,,,,ft-com
bgm express logistik,Transport,,2008,,[],['Germany'],,,24.30,,,67,,,,,,,ft-com
Ebury Partners UK,Fintech,,2009,,[],['United Kingdom'],,,72.95,,,800,,,,,,,ft-com
2E Vertriebs,Retail,,2014,,[],['Germany'],,,"9,231,690",,,18,,,,,,,ft-com
Rifra Costruzioni Generali,Construction,,2007,,[],['Italy'],,,"2,541,366",,,22,,,,,,,ft-com
Logando Display & Media Solutions,Support Services,,2013,,[],['Germany'],,,6.4,,,48,,,,,,,ft-com
Gazcologne Flüssiggas-Service,Energy,,2014,,[],['Germany'],,,1.8,,,4,,,,,,,ft-com
Ares,Interiors,,2013,,[],['Germany'],,,4.80,,,54,,,,,,,ft-com
Les Couvreurs Occitans,Construction,,2012,,[],['France'],,,"2,934,982",,,23,,,,,,,ft-com
Tarlogic Security,Cyber Security,,2011,,[],['Spain'],,,"3,747,255",,,51,,,,,,,ft-com
GPP Communication,Technology,,2007,,[],['Germany'],,,1.9,,,15,,,,,,,ft-com
VisiConsult X-ray Systems & Solutions,Industrial Goods,,1996,,[],['Germany'],,,15.93,,,68,,,,,,,ft-com
Impresa Percassi,Construction,,1963,,[],['Italy'],,,66.62,,,68,,,,,,,ft-com
Labmix24,Chemicals,,2014,,[],['Germany'],,,"4,957,670",,,16,,,,,,,ft-com
K3 Capital Group,Financial Services,,2007,,[],['United Kingdom'],,,19.3,,,133,,,,,,,ft-com
VO2 Group,Management Consulting,,2011,,[],['France'],,,20.40,,,200,,,,,,,ft-com
PLAZA Hotelgroup,Travel & Leisure,,2002,,[],['Germany'],,,86.30,,,1200,,,,,,,ft-com
IMAP,Management Consulting,,2002,,[],['Germany'],,,"2,656,800",,,39,,,,,,,ft-com
Guarani,Technology,,2010,,[],['France'],,,7.0,,,120,,,,,,,ft-com
Iqm Selezione,Support Services,,2005,,[],['Italy'],,,1.52,,,11,,,,,,,ft-com
BuyingPeers,Support Services,,2012,,[],['France'],,,12.23,,,110,,,,,,,ft-com
DEMV Deutscher Maklerverbund,Financial Services,,2009,,[],['Germany'],,,"2,810,530",,,24,,,,,,,ft-com
Imprecom,Construction,,2014,,[],['Italy'],,,"12,881,940",,,58,,,,,,,ft-com
Alexmafuer,Construction,,2003,,[],['Spain'],,,2.0,,,31,,,,,,,ft-com
Egress Software Technologies,Cyber Security,,2007,,[],['United Kingdom'],,,13.27,,,174,,,,,,,ft-com
H. Wiebusch Bauunternehmen,Construction,,2010,,[],['Germany'],,,7.76,,,40,,,,,,,ft-com
Istekki,Support Services,,2009,,[],['Finland'],,,"129,807,793",,,591,,,,,,,ft-com
Retesol,Retail,,2014,,[],['Germany'],,,"8,788,260",,,9,,,,,,,ft-com
AF Marcotec,Support Services,,1984,,[],['Germany'],,,25.8,,,20,,,,,,,ft-com
Operador Vitotrans,Transport,,2012,,[],['Spain'],,,5.7,,,Not found,,,,,,,ft-com
Krysos (Oregold),Precious metals,,2011,,[],['Italy'],,,31.96,,,6,,,,,,,ft-com
Cream Team,Beauty,,2000,,[],['Greece'],,,11.68,,,156,,,,,,,ft-com
MyPay,Financial Services,,2007,,[],['UK'],,,"31,308,380",,,632,,,,,,,ft-com
iPlato Healthcare,Technology,,2007,,[],['UK'],,,"5,961,694",,,65,,,,,,,ft-com
Wabel,Technology,,2010,,[],['France'],,,4.6,,,23,,,,,,,ft-com
Wito,Construction,,2010,,[],['France'],,,4.35,,,45,,,,,,,ft-com
Seingim Global Service,Construction,,1999,,[],['Italy'],,,5.25,,,75,,,,,,,ft-com
Sonarworks,Technology,,2012,,[],['Latvia'],,,"2,641,711",,,64,,,,,,,ft-com
SR Präzision,Support Services,,2009,,[],['Germany'],,,"4,336,860",,,6,,,,,,,ft-com
Pay Job Intérim,Support Services,,2010,,[],['France'],,,3.7,,,12,,,,,,,ft-com
