company_name,industry,sector,year_founded,ownership,headquarters_city,headquarters_country,headquarters_full_address,company_website,total_revenue_usd,net_profit_usd,total_assets_usd,employee_count,market_cap_usd,social_media_links,total_raised,company_type,ceo_name,representative_name,_source_table
Dairylac,Food & Beverage,,2015,,[],['Spain'],,,18.26,,,26,,,,,,,ft-com
Obiz,Media,,2010,,[],['France'],,,"15,377,000",,,38,,,,,,,ft-com
Sharpteam,Management Consulting,,2010,,[],['France'],,,"4,642,200",,,85,,,,,,,ft-com
Atrys Health,Health,,2007,,[],['Spain'],,,6.0,,,62,,,,,,,ft-com
ON ZE AIR,Media,,2014,,[],['France'],,,1.64,,,23,,,,,,,ft-com
VmWay,Technology,,2012,,[],['Italy'],,,"15,901,220",,,70,,,,,,,ft-com
gohenry,Financial Services,,2009,,[],['UK'],,,"14,563,089",,,218,,,,,,,ft-com
Streetec,Automobiles,,2002,,[],['Germany'],,,2.9,,,8,,,,,,,ft-com
Pomorska Platforma Pracy,Support Services,,2012,,[],['Poland'],,,3.11,,,10,,,,,,,ft-com
Legimi,Media,,2009,,[],['Poland'],,,"7,007,093",,,12,,,,,,,ft-com
Multix Solutions,Health,,2015,,[],['Italy'],,,"3,800,000",,,4,,,,,,,ft-com
Bakken & Bæck,Technology,,2011,,[],['Norway'],,,6.5,,,42,,,,,,,ft-com
Financial Consulting Lab,Financial Services,,2012,,[],['Italy'],,,2.28,,,9,,,,,,,ft-com
MSG Beauty,Retail,,2011,,[],['Germany'],,,"2,910,737",,,11,,,,,,,ft-com
Convert Group,Technology,,2014,,[],['Greece'],,,"1,712,649",,,45,,,,,,,ft-com
Iniziative Comuni,Transport,,2013,,[],['Italy'],,,9.7,,,6,,,,,,,ft-com
MOORE,Construction,,2012,,[],['France'],,,18.16,,,20,,,,,,,ft-com
Leogra Trading,Retail,,2014,,[],['Germany'],,,"5,078,464",,,11,,,,,,,ft-com
A.S.H. Automobile,Automobiles,,2014,,[],['Germany'],,,"2,196,630",,,4,,,,,,,ft-com
Sublime,Media,,2012,,[],['France'],,,23.6,,,115,,,,,,,ft-com
Treesystem,Energy,,2010,,[],['Italy'],,,6.04,,,6,,,,,,,ft-com
Benefind,Technology,,2012,,[],['Italy'],,,"2,262,490",,,32,,,,,,,ft-com
Brewhouse,Food & Beverage,,2015,,[],['Norway'],,,"3,392,621",,,9,,,,,,,ft-com
Les Films du Worso,Media,,2003,,[],['France'],,,6.0,,,4,,,,,,,ft-com
Audensiel,Management Consulting,,2012,,[],['France'],,,26.85,,,360,,,,,,,ft-com
AB Oil & Gas Service,Support Services,,2017,,[],['Italy'],,,"2,310,000",,,13,,,,,,,ft-com
InnovaMaxx,Retail,,2012,,[],['Germany'],,,"46,216,300",,,175,,,,,,,ft-com
D-Level,Support Services,,2010,,[],['Germany'],,,2.1,,,11,,,,,,,ft-com
Basemark,Technology,,2015,,[],['Finland'],,,2.60,,,31,,,,,,,ft-com
Mailtrack,Technology,,2013,,[],['Spain'],,,"3,445,698",,,23,,,,,,,ft-com
Agile Lab,Technology,,2013,,[],['Italy'],,,"4,974,563",,,33,,,,,,,ft-com
Attestation Légale,Support Services,,2010,,[],['France'],,,4.6,,,55,,,,,,,ft-com
Synapsy,Advertising,,2014,,[],['Italy'],,,7.30,,,6,,,,,,,ft-com
Bumper,Fintech,,2013,,[],['UK'],,,"3,394,214",,,33,,,,,,,ft-com
Offhealth,Pharmaceuticals,,2013,,[],['Italy'],,,"11,078,113",,,39,,,,,,,ft-com
Instillo,Pharmaceuticals,,2013,,[],['Germany'],,,1.9,,,12,,,,,,,ft-com
OBIZ CONCEPT,Sales & Marketing,,2010,,[],['France'],,,5.27,,,29,,,,,,,ft-com
OTL - Online Trainer,Health,,2015,,[],['Germany'],,,"6,607,564",,,46,,,,,,,ft-com
Sicilnaturabio,Agricultural Commodities,,2015,,[],['Italy'],,,"2,960,000",,,30,,,,,,,ft-com
The Software House,Technology,,2012,,[],['Poland'],,,3.3,,,100,,,,,,,ft-com
Edubroker,Education,,2008,,[],['Poland'],,,3.84,,,12,,,,,,,ft-com
Macingo Technologies,Support Services,,2014,,[],['Italy'],,,"1,601,000",,,17,,,,,,,ft-com
Sand,Travel & Leisure,,2012,,[],['Italy'],,,"4,819,300",,,5,,,,,,,ft-com
WeAreReasonablePeople,Technology,,2011,,[],['Netherlands'],,,3.0,,,34,,,,,,,ft-com
Werksräder24,Automobiles,,2013,,[],['Germany'],,,6.06,,,17,,,,,,,ft-com
MYCS,Retail,,2014,,[],['Germany'],,,"39,355,846",,,210,,,,,,,ft-com
Fleetondemand,Technology,,2008,,[],['UK'],,,"16,408,557",,,47,,,,,,,ft-com
Dreissigacker Wein,Food & Beverage,,2013,,[],['Germany'],,,2.2,,,8,,,,,,,ft-com
Upgrade,Advertising,,2014,,[],['Italy'],,,2.96,,,3,,,,,,,ft-com
Audience Serv,Advertising,,2008,,[],['Germany'],,,"6,107,018",,,92,,,,,,,ft-com
Master Group,Telecoms,,2015,,[],['Italy'],,,"3,108,382",,,4,,,,,,,ft-com
Cobapharma,Pharmaceuticals,,2011,,[],['Spain'],,,3.1,,,3,,,,,,,ft-com
Edilbiangi,Construction,,1982,,[],['Italy'],,,3.66,,,6,,,,,,,ft-com
KBS Group,Support Services,,2011,,[],['Germany'],,,21.90,,,950,,,,,,,ft-com
Start,Telecoms,,2012,,[],['Italy'],,,"3,769,100",,,8,,,,,,,ft-com
Gruppo Plt Energia,Energy,,2011,,[],['Italy'],,,"45,617,898",,,89,,,,,,,ft-com
SICA SAS,Industrial Goods,,2011,,[],['France'],,,13.5,,,1,,,,,,,ft-com
BAM GmbH,Industrial Goods,,2011,,[],['Germany'],,,3.16,,,108,,,,,,,ft-com
MvH Media,Sales & Marketing,,2010,,[],['The Netherlands'],,,"2,391,654",,,29,,,,,,,ft-com
Dw Trans,Transport,,2012,,[],['France'],,,"6,802,086",,,55,,,,,,,ft-com
beCuriou AS,Travel & Leisure,,2013,,[],['Norway'],,,4.6,,,7,,,,,,,ft-com
Fokus Premium*,Industrial Goods,,2015,,[],['Poland'],,,13.54,,,15,,,,,,,ft-com
PURE GAMING,Ecommerce,,2010,,[],['France'],,,"6,984,956",,,2,,,,,,,ft-com
SI Silicone Innovation,Industrial Goods,,2015,,[],['Germany'],,,"2,412,300",,,33,,,,,,,ft-com
Valvero Sachwerte,Precious metals,,2010,,[],['Germany'],,,10.6,,,11,,,,,,,ft-com
VanMoof Global Holding,Travel & Leisure,,2009,,[],['Netherlands'],,,10.70,,,125,,,,,,,ft-com
Parcel Compare,Transport,,1998,,[],['UK'],,,"9,085,936",,,8,,,,,,,ft-com
Maxxi Engineering,Support Services,,2012,,[],['Italy'],,,"2,428,004",,,18,,,,,,,ft-com
B.S.B. Ingenieurgesellschaft,Support Services,,1977,,[],['Germany'],,,2.4,,,42,,,,,,,ft-com
Stiltz,Interiors,,2010,,[],['United Kingdom'],,,16.64,,,91,,,,,,,ft-com
Ames Centro Polidiagnostico Strumentale,Health,,1979,,[],['Italy'],,,"40,391,360",,,81,,,,,,,ft-com
Helfende Franken gemeinnützige,Health,,2012,,[],['Germany'],,,"4,576,000",,,230,,,,,,,ft-com
Inboundcycle,Sales & Marketing,,2014,,[],['Spain'],,,1.8,,,39,,,,,,,ft-com
AerFin,Aerospace & Defence,,2010,,[],['United Kingdom'],,,95.31,,,101,,,,,,,ft-com
France Bières,Food & Beverage,,2009,,[],['France'],,,5.12,,,23,,,,,,,ft-com
Arcadia Italia,Energy,,2016,,[],['Italy'],,,"3,249,140",,,6,,,,,,,ft-com
Zia Lucia,Restaurants,,2016,,[],['UK'],,,"4,853,930",,,43,,,,,,,ft-com
Maginta,Interiors,,2015,,[],['France'],,,"1,724,629",,,3,,,,,,,ft-com
Sassi Editore,Media,,2006,,[],['Italy'],,,4.9,,,16,,,,,,,ft-com
STEBU,Construction,,2012,,[],['Germany'],,,4.07,,,35,,,,,,,ft-com
Travaglini Costruzioni,Construction,,1952,,[],['Italy'],,,"4,603,740",,,37,,,,,,,ft-com
Marfeel Solutions,Technology,,2011,,[],['Spain'],,,"23,436,895",,,167,,,,,,,ft-com
QS Group Unipersonale,Support Services,,2014,,[],['Italy'],,,3.4,,,24,,,,,,,ft-com
Microblink,Technology,,2013,,[],['Croatia'],,,3.25,,,44,,,,,,,ft-com
Omnia Group*,Advertising,,2015,,[],['Italy'],,,1.72,,,7,,,,,,,ft-com
Versa Design Zycle,Technology,,2008,,[],['Spain'],,,"9,501,888",,,81,,,,,,,ft-com
Stufe A Pellet Italia,Interiors,,2014,,[],['Italy'],,,"2,215,967",,,9,,,,,,,ft-com
Tremend Software Consulting,Technology,,2005,,[],['Romania'],,,6.0,,,183,,,,,,,ft-com
France Bieres,Food & Beverage,,2009,,[],['France'],,,3.1,,,18,,,,,,,ft-com
Versandmanufaktur,Transport,,1997,,[],['Germany'],,,4.90,,,92,,,,,,,ft-com
MAUCHER CONSULT,Construction,,2016,,[],['Germany'],,,"1,952,000",,,15,,,,,,,ft-com
Ayes,Technology,,2015,,[],['Italy'],,,"10,827,070",,,137,,,,,,,ft-com
Latte Bebe',Pharmaceuticals,,2016,,[],['Italy'],,,"2,800,799",,,8,,,,,,,ft-com
symbioun e.V.,Health,,2009,,[],['Germany'],,,2.2,,,42,,,,,,,ft-com
Autovia,Travel & Leisure,,2005,,[],['Italy'],,,39.00,,,67,,,,,,,ft-com
MC Conseil,Management Consulting,,2004,,[],['France'],,,21.12,,,48,,,,,,,ft-com
BrandUp Group,Advertising,,2016,,[],['Italy'],,,"2,718,640",,,5,,,,,,,ft-com
Opyn,Financial Services,,2012,,[],['Italy'],,,"4,168,220",,,19,,,,,,,ft-com
Schroder Aida,Management Consulting,,2016,,[],['France'],,,"8,782,602",,,19,,,,,,,ft-com
Wellynx,Energy,,2011,,[],['Italy'],,,1.8,,,11,,,,,,,ft-com
Intellienergy,Industrial Goods,,2015,,[],['Italy'],,,2.03,,,8,,,,,,,ft-com
Younited Credit,Financial Services,,2009,,[],['France'],,,25.30,,,328,,,,,,,ft-com
VAR Capital,Financial Services,,2014,,[],['UK'],,,"2,132,001",,,8,,,,,,,ft-com
StoryTerrace,Technology,,2017,,[],['UK'],,,"2,843,048",,,25,,,,,,,ft-com
Gruppo Tera,Ecommerce,,2015,,[],['Italy'],,,"12,972,409",,,12,,,,,,,ft-com
HiFuture,Technology,,2013,,[],['Italy'],,,2.8,,,27,,,,,,,ft-com
Unify Communications,Telecoms,,2012,,[],['United Kingdom'],,,6.48,,,26,,,,,,,ft-com
Readly International,Media,,2012,,[],['Sweden'],,,18.98,,,44,,,,,,,ft-com
Blubit,Technology,,2009,,[],['Slovenia'],,,"2,964,852",,,22,,,,,,,ft-com
Mega Trasporti,Transport,,2010,,[],['Italy'],,,"6,430,926",,,209,,,,,,,ft-com
Doit,Technology,,2014,,[],['Italy'],,,"2,500,000",,,33,,,,,,,ft-com
Comcertrans,Agricultural Commodities,,2013,,[],['Spain'],,,7.9,,,7,,,,,,,ft-com
Go Concept,Management Consulting,,2011,,[],['France'],,,18.45,,,295,,,,,,,ft-com
ZEN’UP,Insurance,,2014,,[],['France'],,,"1,891,361",,,9,,,,,,,ft-com
Lörcher Bauunternehmen,Construction,,2001,,[],['Germany'],,,"3,932,792",,,25,,,,,,,ft-com
Airthings,Technology,,2008,,[],['Norway'],,,"14,158,042",,,72,,,,,,,ft-com
Flat Iron Steak,Restaurants,,2012,,[],['United Kingdom'],,,13.7,,,220,,,,,,,ft-com
Dermaroller,Health,,2010,,[],['Germany'],,,15.13,,,25,,,,,,,ft-com
Barcode Architects,Architecture,,2010,,[],['The Netherlands'],,,"4,851,997",,,62,,,,,,,ft-com
FS Group,Construction,,2005,,[],['Slovenia'],,,"5,521,490",,,6,,,,,,,ft-com
Velvet Media Italia,Advertising,,2013,,[],['Italy'],,,1.8,,,39,,,,,,,ft-com
Axopar Boats,Travel & Leisure,,2014,,[],['Finland'],,,42.50,,,12,,,,,,,ft-com
TOP CHALEUR,Retail,,2002,,[],['France'],,,"7,260,096",,,27,,,,,,,ft-com
Camping-Kaufhaus.com,Retail,,2013,,[],['Germany'],,,"18,081,000",,,48,,,,,,,ft-com
Cussins (North East),Property,,2000,,[],['United Kingdom'],,,25.5,,,64,,,,,,,ft-com
The Currency Cloud Group,Fintech,,2012,,[],['United Kingdom'],,,23.00,,,168,,,,,,,ft-com
Seingim,Construction,,1999,,[],['Italy'],,,"13,479,380",,,160,,,,,,,ft-com
Doctor Hail,Automobiles,,2013,,[],['Italy'],,,"15,287,221",,,57,,,,,,,ft-com
Greatest Distance,Retail,,2012,,[],['Portugal'],,,13.6,,,4,,,,,,,ft-com
E-Novia,Support Services,,2012,,[],['Italy'],,,8.41,,,91,,,,,,,ft-com
Amphibian Scaffolding,Construction,,2008,,[],['UK'],,,"4,011,415",,,49,,,,,,,ft-com
Thermatik Anlagenbau Berlin,Construction,,2015,,[],['Germany'],,,"4,886,400",,,41,,,,,,,ft-com
Freshland,Food & Beverage,,2013,,[],['Germany'],,,3.2,,,8,,,,,,,ft-com
KEROC,Construction,,2013,,[],['Norway'],,,2.20,,,18,,,,,,,ft-com
DCMN,Advertising,,2010,,[],['Germany'],,,85.09,,,198,,,,,,,ft-com
Beliani,Ecommerce,,2009,,[],['Liechtenstein'],,,"93,438,770",,,551,,,,,,,ft-com
Hatstore,Ecommerce,,2011,,[],['Sweden'],,,"17,453,187",,,45,,,,,,,ft-com
Bunker Partner,Energy,,2015,,[],['Estonia'],,,"78,924,555",,,7,,,,,,,ft-com
VELOfactur,Transport,,2011,,[],['Germany'],,,2.3,,,6,,,,,,,ft-com
FPTP,Construction,,2015,,[],['France'],,,3.28,,,15,,,,,,,ft-com
IGW,Energy,,2012,,[],['Italy'],,,3.64,,,7,,,,,,,ft-com
Carpenteria Martino,Construction,,2006,,[],['Italy'],,,"9,719,750",,,27,,,,,,,ft-com
CapitalOnTap,Fintech,,2012,,[],['UK'],,,"82,238,372",,,147,,,,,,,ft-com
Frg,Industrial Goods,,2013,,[],['Italy'],,,"1,888,827",,,15,,,,,,,ft-com
City Motors,Automobiles,,1998,,[],['Italy'],,,25.4,,,23,,,,,,,ft-com
Bulchicken JSC,Food & Beverage,,2004,,[],['Bulgaria'],,,6.63,,,84,,,,,,,ft-com
halsdorfer + ingenieure projekt,Property,,2013,,[],['Germany'],,,11.74,,,11,,,,,,,ft-com
Netguru,Technology,,2008,,[],['Poland'],,,"34,677,235",,,637,,,,,,,ft-com
AWESOME! Software,Technology,,2015,,[],['Germany'],,,"2,430,470",,,18,,,,,,,ft-com
Aiuken Solutions,Cyber Security,,2012,,[],['Spain'],,,6.6,,,75,,,,,,,ft-com
Norma Meccanica,Industrial Goods,,2013,,[],['Italy'],,,2.10,,,18,,,,,,,ft-com
Fazio,Retail,,2014,,[],['Italy'],,,"3,375,810",,,7,,,,,,,ft-com
Falcon General Contract,Construction,,2012,,[],['Italy'],,,"5,954,170",,,56,,,,,,,ft-com
Porcamo,Ecommerce,,2014,,[],['Italy'],,,3.1,,,7,,,,,,,ft-com
Catalyx,Sales & Marketing,,2013,,[],['Switzerland'],,,2.46,,,9,,,,,,,ft-com
Grillfürst,Retail,,2010,,[],['Germany'],,,"38,599,408",,,84,,,,,,,ft-com
Opéra Energie,Management Consulting,,2014,,[],['France'],,,"7,390,843",,,71,,,,,,,ft-com
BXR Industrieservice,Support Services,,2006,,[],['Germany'],,,11.5,,,195,,,,,,,ft-com
Joannes Distribution,Retail,,2011,,[],['France'],,,3.95,,,6,,,,,,,ft-com
Mediterranean Food Solutions,Food & Beverage,,2012,,[],['France'],,,5.15,,,4,,,,,,,ft-com
Dealernet,Automobiles,,2017,,[],['Italy'],,,"22,704,300",,,18,,,,,,,ft-com
Alpha Real Estate,Property,,2013,,[],['Germany'],,,"119,161,137",,,57,,,,,,,ft-com
Werksräder24,Automobiles,,2013,,[],['Germany'],,,"10,791,850",,,15,,,,,,,ft-com
Good one,Sales & Marketing,,2009,,[],['Lithuania'],,,4.5,,,24,,,,,,,ft-com
Infinum,Technology,,2005,,[],['Croatia'],,,7.71,,,181,,,,,,,ft-com
Rexy,Interiors,,2013,,[],['Czech Republic'],,,1.53,,,16,,,,,,,ft-com
Appwise,Technology,,2013,,[],['Belgium'],,,"4,546,110",,,74,,,,,,,ft-com
Ombea,Technology,,2011,,[],['Sweden'],,,"2,857,850",,,13,,,,,,,ft-com
Deporvillage,Ecommerce,,2011,,[],['Spain'],,,34.5,,,75,,,,,,,ft-com
WKND,Advertising,,2015,,[],['Latvia'],,,1.91,,,25,,,,,,,ft-com
Aura,Property,,2012,,[],['Italy'],,,10.69,,,5,,,,,,,ft-com
Convert Group,Technology,,2014,,[],['Greece'],,,"2,789,489",,,55,,,,,,,ft-com
Obiz Concept,Sales & Marketing,,2010,,[],['France'],,,"9,050,148",,,39,,,,,,,ft-com
ANT,Technology,,2006,,[],['Poland'],,,4.1,,,58,,,,,,,ft-com
WILLIE BEAMEN,Media,,2013,,[],['France'],,,8.55,,,17,,,,,,,ft-com
Revolution Race,Ecommerce,,2013,,[],['Sweden'],,,"89,332,521",,,65,,,,,,,ft-com
GONG Galaxy,Retail,,2009,,[],['France'],,,"11,320,706",,,40,,,,,,,ft-com
Improveasy,Support Services,,2011,,[],['UK'],,,"15,815,493",,,41,,,,,,,ft-com
Fly Victor,Travel & Leisure,,2010,,[],['United Kingdom'],,,48.7,,,113,,,,,,,ft-com
Sitem Motori Elettrici,Industrial Goods,,2013,,[],['Italy'],,,2.62,,,17,,,,,,,ft-com
Fekra Consulting,Support Services,,2008,,[],['France'],,,10.26,,,154,,,,,,,ft-com
GDR Costruzioni,Construction,,2011,,[],['Italy'],,,"1,573,480",,,8,,,,,,,ft-com
Emporio Elettrico,Ecommerce,,2015,,[],['Italy'],,,"1,979,050",,,4,,,,,,,ft-com
Global Sistemi,Construction,,2010,,[],['Italy'],,,"3,509,000",,,45,,,,,,,ft-com
Car Fleet Services Sas,Financial Services,,2012,,[],['France'],,,3.6,,,3,,,,,,,ft-com
Emark,Technology,,2000,,[],['Slovakia'],,,4.87,,,55,,,,,,,ft-com
Resgreen Europe,Energy,,2014,,[],['Spain'],,,11.37,,,156,,,,,,,ft-com
Exscientia AI,Technology,,2012,,[],['UK'],,,"10,807,048",,,87,,,,,,,ft-com
Wolf & Badger,Retail,,2009,,[],['UK'],,,"6,489,796",,,52,,,,,,,ft-com
HJ Tiefbau,Construction,,2011,,[],['Germany'],,,8.3,,,45,,,,,,,ft-com
Carrevolutis,Support Services,,2009,,[],['France'],,,2.0,,,24,,,,,,,ft-com
IS Prime,Financial Services,,2014,,[],['United Kingdom'],,,31.34,,,29,,,,,,,ft-com
Featurespace,Fintech,,2005,,[],['UK'],,,"23,501,473",,,324,,,,,,,ft-com
Bioksan Naturalmente Juntos,Pharmaceuticals,,2014,,[],['Spain'],,,"4,562,981",,,52,,,,,,,ft-com
Hangon Makaronitehdas,Restaurants,,2010,,[],['Finland'],,,2.4,,,Not found,,,,,,,ft-com
Almac,Industrial Goods,,2013,,[],['Italy'],,,10.05,,,37,,,,,,,ft-com
XL ENERGIES,Energy,,2016,,[],['France'],,,"8,358,760",,,11,,,,,,,ft-com
Claveria,Support Services,,2015,,[],['Spain'],,,"4,715,363",,,43,,,,,,,ft-com
Ackerdemia,Health,,2014,,[],['Germany'],,,"3,462,610",,,75,,,,,,,ft-com
STATUS Beratungsgesellschaft,Financial Services,,2000,,[],['Germany'],,,2.3,,,12,,,,,,,ft-com
GPS,Industrial Goods,,2014,,[],['Germany'],,,9.80,,,50,,,,,,,ft-com
Timberagents,Retail,,2010,,[],['Germany'],,,"5,302,985",,,4,,,,,,,ft-com
fermeture econ’home,Construction,,2012,,[],['France'],,,"1,862,632",,,30,,,,,,,ft-com
G.T.R. Car Service,Automobiles,,2015,,[],['Italy'],,,"11,509,980",,,90,,,,,,,ft-com
Apotea,Pharmaceuticals,,2012,,[],['Sweden'],,,156.6,,,236,,,,,,,ft-com
Shinga,Retail,,2009,,[],['Netherlands'],,,1.6,,,15,,,,,,,ft-com
Communis Projektbau,Property,,2014,,[],['Germany'],,,6.00,,,7,,,,,,,ft-com
NRSE,Management Consulting,,2014,,[],['Sweden'],,,"3,268,813",,,70,,,,,,,ft-com
C. E. Schneckenflügel,Industrial Goods,,2016,,[],['Germany'],,,"3,128,250",,,12,,,,,,,ft-com
Clever,Technology,,2009,,[],['Denmark'],,,"8,894,647",,,46,,,,,,,ft-com
Signal Media,Technology,,2013,,[],['United Kingdom'],,,2.1,,,62,,,,,,,ft-com
Novastar,Technology,,2015,,[],['Greece'],,,29.04,,,10,,,,,,,ft-com
SIMWERT,Telecoms,,2011,,[],['Germany'],,,"26,386,701",,,21,,,,,,,ft-com
Flex Legal,Law,,2015,,[],['UK'],,,"4,319,146",,,24,,,,,,,ft-com
tristar,Travel & Leisure,,2011,,[],['Germany'],,,"61,300,000",,,474,,,,,,,ft-com
Travelist,Ecommerce,,2012,,[],['Poland'],,,8.3,,,64,,,,,,,ft-com
ITFS,Technology,,2012,,[],['Poland'],,,5.59,,,4,,,,,,,ft-com
Documaster,Technology,,2010,,[],['Norway'],,,"3,328,791",,,41,,,,,,,ft-com
Schulz Baugesellschaft,Construction,,2009,,[],['Germany'],,,"8,782,330",,,30,,,,,,,ft-com
Tor.Mec Ambrosi,Industrial Goods,,1990,,[],['Italy'],,,8.8,,,45,,,,,,,ft-com
General Service,Industrial Goods,,2012,,[],['Italy'],,,2.5,,,22,,,,,,,ft-com
ContactEngine,Telecoms,,2009,,[],['United Kingdom'],,,7.56,,,53,,,,,,,ft-com
Immo-Team Allgäu,Construction,,2014,,[],['Germany'],,,"21,974,565",,,4,,,,,,,ft-com
Go4Sea,Travel & Leisure,,2013,,[],['Italy'],,,"3,188,421",,,11,,,,,,,ft-com
Enghofer Koch Consulting,Management Consulting,,1991,,[],['Germany'],,,3.5,,,15,,,,,,,ft-com
Peter Kenkel,Technology,,2003,,[],['Germany'],,,2.30,,,15,,,,,,,ft-com
creditshelf,Financial Services,,2014,,[],['Germany'],,,"4,899,200",,,57,,,,,,,ft-com
Payment Assist,Fintech,,2013,,[],['UK'],,,"4,433,604",,,18,,,,,,,ft-com
Sarl Ag Invest,Property,,2009,,[],['France'],,,"25,306,893",,,1,,,,,,,ft-com
Idle Projects,Retail,,2014,,[],['United Kingdom'],,,2.0,,,30,,,,,,,ft-com
hedgehog lab,Technology,,2006,,[],['United Kingdom'],,,4.73,,,130,,,,,,,ft-com
Innocv Solutions,Technology,,2012,,[],['Spain'],,,3.96,,,60,,,,,,,ft-com
Blife,Food & Beverage,,2016,,[],['Italy'],,,"4,133,980",,,10,,,,,,,ft-com
Pulsar Photonics,Industrial Goods,,2013,,[],['Germany'],,,"3,795,790",,,34,,,,,,,ft-com
Aprotecnic Group,Architecture,,2010,,[],['Spain'],,,7.2,,,133,,,,,,,ft-com
Alpha FX Group,Financial Services,,2009,,[],['United Kingdom'],,,26.53,,,82,,,,,,,ft-com
Castel,Fashion,,2014,,[],['Italy'],,,2.30,,,31,,,,,,,ft-com
Nohup,Technology,,2004,,[],['Italy'],,,"4,785,480",,,18,,,,,,,ft-com
Visage Technologies,Technology,,2002,,[],['Sweden'],,,"3,847,800",,,76,,,,,,,ft-com
50Factory,Automobiles,,2010,,[],['France'],,,3.6,,,18,,,,,,,ft-com
mVISE,Technology,,2000,,[],['Germany'],,,22.53,,,141,,,,,,,ft-com
Thiga,Management Consulting,,2014,,[],['France'],,,8.05,,,57,,,,,,,ft-com
Noctuai,Technology,,2012,,[],['Poland'],,,"2,443,117",,,56,,,,,,,ft-com
Ares,Industrial Goods,,2013,,[],['Germany'],,,"14,000,000",,,96,,,,,,,ft-com
Seargin,Technology,,2014,,[],['Poland'],,,"16,479,320",,,340,,,,,,,ft-com
Hirschtec,Support Services,,2005,,[],['Germany'],,,5.1,,,50,,,,,,,ft-com
Pekrul ProjektPartner,Property,,2015,,[],['Germany'],,,2.06,,,10,,,,,,,ft-com
Moonpig Group,Ecommerce,,2000,,[],['UK'],,,"411,390,748",,,399,,,,,,,ft-com
Prestige Car Center,Automobiles,,2014,,[],['Finland'],,,"6,304,063",,,3,,,,,,,ft-com
FD Concept,Construction,,2013,,[],['France'],,,8.2,,,Not found,,,,,,,ft-com
KBS Group,Support Services,,2010,,[],['Germany'],,,16.4,,,485,,,,,,,ft-com
We Exhibit,Travel & Leisure,,2015,,[],['Italy'],,,1.79,,,4,,,,,,,ft-com
Prima Solutions,Technology,,2000,,[],['France'],,,37.10,,,242,,,,,,,ft-com
Wealth Club,Financial Services,,2016,,[],['UK'],,,"6,774,867",,,22,,,,,,,ft-com
Aravati,Management Consulting,,2004,,[],['France'],,,"5,890,688",,,52,,,,,,,ft-com
Sleep Cycle,Technology,,2009,,[],['Sweden'],,,"10,255,986",,,20,,,,,,,ft-com
MK Premium,Construction,,2012,,[],['Spain'],,,14.1,,,19,,,,,,,ft-com
GomSpace Group,Technology,,2015,,[],['Sweden'],,,14.95,,,231,,,,,,,ft-com
FACTORY,Property,,2016,,[],['France'],,,"12,609,000",,,25,,,,,,,ft-com
Beck Ingredients,Health,,2016,,[],['Spain'],,,"7,532,293",,,6,,,,,,,ft-com
Fleetpool,Automobiles,,2008,,[],['Germany'],,,"118,527,870",,,101,,,,,,,ft-com
TDS Rietberg,Retail,,1994,,[],['Germany'],,,"3,842,090",,,11,,,,,,,ft-com
Die Socialisten,Technology,,2010,,[],['Austria'],,,2.2,,,24,,,,,,,ft-com
Tarlogic Security,Cyber Security,,2011,,[],['Spain'],,,2.99,,,38,,,,,,,ft-com
Signor Prestito,Financial Services,,2012,,[],['Italy'],,,25.80,,,251,,,,,,,ft-com
Mentors & Partners Group,Management Consulting,,2010,,[],['Hungary'],,,"1,822,227",,,3,,,,,,,ft-com
Ooni,Retail,,2012,,[],['UK'],,,"15,633,926",,,50,,,,,,,ft-com
SanaBio,Chemicals,,2012,,[],['Germany'],,,2.4,,,7,,,,,,,ft-com
Kiddus Accesorios,Ecommerce,,2004,,[],['Spain'],,,1.64,,,3,,,,,,,ft-com
SB Supply,Ecommerce,,2011,,[],['The Netherlands'],,,"4,363,977",,,9,,,,,,,ft-com
Trustly Group,Fintech,,2008,,[],['Sweden'],,,"133,278,141",,,300,,,,,,,ft-com
Erdbär (Freche Freunde),Food & Beverage,,2010,,[],['Germany'],,,26.4,,,60,,,,,,,ft-com
RadarServices Smart IT-Security,Technology,,2011,,[],['Austria'],,,13.36,,,104,,,,,,,ft-com
Mediaboard,Media,,2015,,[],['Czech Republic'],,,"2,243,594",,,24,,,,,,,ft-com
Maxfel,Interiors,,1984,,[],['Italy'],,,"1,734,876",,,14,,,,,,,ft-com
Avis Vérifiés,Support Services,,2012,,[],['France'],,,4.4,,,70,,,,,,,ft-com
SGS Facility Management,Support Services,,2014,,[],['Germany'],,,2.55,,,100,,,,,,,ft-com
DW TRANS,Transport,,2012,,[],['France'],,,"9,485,173",,,80,,,,,,,ft-com
Opteamis,Management Consulting,,2005,,[],['France'],,,"13,107,775",,,20,,,,,,,ft-com
Comino Media,Media,,2013,,[],['United Kingdom'],,,51.5,,,699,,,,,,,ft-com
MyChauffage.com,Construction,,2012,,[],['France'],,,6.46,,,23,,,,,,,ft-com
NACELEXPERT,Industrial Goods,,2006,,[],['France'],,,"2,727,392",,,4,,,,,,,ft-com
Ankerkraut,Food & Beverage,,2013,,[],['Germany'],,,"16,186,930",,,91,,,,,,,ft-com
Midstream Lighting,Technology,,2009,,[],['United Kingdom'],,,3.0,,,4,,,,,,,ft-com
CCHG (VPZ),Retail,,2012,,[],['United Kingdom'],,,29.83,,,242,,,,,,,ft-com
