id_left,id_right,name_sim,industry_exact,city_exact,company_name_left,industry_left,headquarters_city_left,company_name_right,industry_right,headquarters_city_right,normalized_pair
46292,13927,0.8642857142857142,0,0,Electrolux Italia Spa,Manufacturing,PORDENONE,Electrolux Group,,,"('electrolux group', 'electrolux italia spa')"
46400,16135,0.9,0,0,Smeg Spa,Manufacturing,REGGIO EMILIA,Smeg,Consumer goods,,"('smeg', 'smeg spa')"
46418,34606,0.8744152399324813,0,0,Alliance Healthcare Italia Distribuzione Spa,Wholesale Trade,GENOVA,Alliance Healthcare Group Ltd,,Singapore,"('alliance healthcare group ltd', 'alliance healthcare italia distribuzione spa')"
46461,45395,0.86,0,0,Sace Spa,"Finance, Insurance, and Real Estate",ROMA,Sacee,Support Services,,"('sace spa', 'sacee')"
46548,32722,0.8619818511796734,0,0,Nippon Express Italia Spa,"Transportation, Communications, Electric, Gas, and Sanitary Services",FIRENZE,"Nippon Express Holdings, Inc.",,Tokyo,"('nippon express holdings, inc.', 'nippon express italia spa')"
46552,15808,0.89,0,0,Autogrill Italia Spa,Retail Trade,NOVARA,Autogrill,Consumer services,,"('autogrill', 'autogrill italia spa')"
46587,18398,0.9047619047619048,0,0,Bnp Paribas 3 Step It,Services,MILANO,Bnp Paribas,"['Banks', 'Financial services', 'CAC 40']",,"('bnp paribas', 'bnp paribas 3 step it')"
46659,1589,0.8584615384615384,0,0,Nomura Co Ltd,Construction,,Nomura Holdings,Investment Banking / Venture Capital / Private Equity,,"('nomura co ltd', 'nomura holdings')"
46693,34935,0.8495238095238096,0,0,PT Bumi Resources Tbk,Metals and Mining,,PT Bumi Serpong Damai Tbk,,Tangerang,"('pt bumi resources tbk', 'pt bumi serpong damai tbk')"
46861,10098,0.8533333333333333,0,0,Hypera SA,Pharmaceuticals and Healthcare,,Hyperchain,Fintech,Hangzhou,"('hypera sa', 'hyperchain')"
47050,38185,0.8955052790346908,0,0,CMC Materials Inc,Technology and Communications,,CMC Markets plc,,London,"('cmc markets plc', 'cmc materials inc')"
47215,22731,0.87,0,0,Siam City Cement Public Co Ltd,Construction,,Siam City Cement (insee),"['Cement', 'Building materials']",,"('siam city cement (insee)', 'siam city cement public co ltd')"
47525,4845,0.8757352941176471,0,0,Dalmia Bharat Ltd,Construction,,Dalmia Bharat Sugar & Industries,Food Processing,,"('dalmia bharat ltd', 'dalmia bharat sugar & industries')"
47591,9263,0.8611111111111112,0,0,Sterling Infrastructure Inc,Construction,,Sterling Infosystems,IT Services & Consulting,,"('sterling infosystems', 'sterling infrastructure inc')"
47640,41,0.8805194805194805,0,0,MphasiS Ltd,Technology and Communications,,Mphasis,IT Services & Consulting,,"('mphasis', 'mphasis ltd')"
